YearMonth,Year,Month,Bidding,Bid_Type,Category,quantity
2010 Feb,2010,Feb,1st,Successful,Open,596
2010 Feb,2010,Feb,1st,Received,Total,4100
2010 Feb,2010,Feb,1st,Received,Cars <=1600cc,1326
2010 Feb,2010,Feb,1st,Received,Cars >1600cc,930
2010 Feb,2010,Feb,1st,Received,Goods Vehicles and Buses,250
2010 Feb,2010,Feb,1st,Received,Motorcycles,525
2010 Feb,2010,Feb,1st,Received,Open,1069
2010 Feb,2010,Feb,1st,Dollar Amount,Cars <=1600cc,19989
2010 Feb,2010,Feb,1st,Dollar Amount,Cars >1600cc,23180
2010 Feb,2010,Feb,1st,Dollar Amount,Goods Vehicles and Buses,21390
2010 Feb,2010,Feb,1st,Dollar Amount,Motorcycles,852
2010 Feb,2010,Feb,1st,Dollar Amount,Open,22401
2010 Feb,2010,Feb,2nd,Quota,Total,2959
2010 Feb,2010,Feb,2nd,Quota,Cars <=1600cc,1148
2010 Feb,2010,Feb,2nd,Quota,Cars >1600cc,685
2010 Feb,2010,Feb,2nd,Quota,Goods Vehicles and Buses,173
2010 Feb,2010,Feb,2nd,Quota,Motorcycles,363
2010 Feb,2010,Feb,2nd,Quota,Open,590
2010 Feb,2010,Feb,2nd,Successful,Total,2918
2010 Feb,2010,Feb,2nd,Successful,Cars <=1600cc,1148
2010 Feb,2010,Feb,2nd,Successful,Cars >1600cc,658
2010 Feb,2010,Feb,2nd,Successful,Goods Vehicles and Buses,170
2010 Feb,2010,Feb,2nd,Successful,Motorcycles,355
2010 Feb,2010,Feb,2nd,Successful,Open,587
2010 Feb,2010,Feb,2nd,Received,Total,4461
2010 Feb,2010,Feb,2nd,Received,Cars <=1600cc,1493
2010 Feb,2010,Feb,2nd,Received,Cars >1600cc,956
2010 Feb,2010,Feb,2nd,Received,Goods Vehicles and Buses,285
2010 Feb,2010,Feb,2nd,Received,Motorcycles,472
2010 Feb,2010,Feb,2nd,Received,Open,1255
2010 Feb,2010,Feb,2nd,Dollar Amount,Cars <=1600cc,20340
2010 Feb,2010,Feb,2nd,Dollar Amount,Cars >1600cc,23889
2010 Feb,2010,Feb,2nd,Dollar Amount,Goods Vehicles and Buses,23501
2010 Feb,2010,Feb,2nd,Dollar Amount,Motorcycles,1001
2010 Feb,2010,Feb,2nd,Dollar Amount,Open,24229
2010 Feb,2010,Feb,2nd,PQP,Cars <=1600cc,19331
2010 Feb,2010,Feb,2nd,PQP,Cars >1600cc,20926
2010 Feb,2010,Feb,2nd,PQP,Goods Vehicles and Buses,20029
2010 Feb,2010,Feb,2nd,PQP,Motorcycles,884
2010 Mar,2010,Mar,1st,Quota,Total,2976
2010 Mar,2010,Mar,1st,Quota,Cars <=1600cc,1148
2010 Mar,2010,Mar,1st,Quota,Cars >1600cc,688
2010 Mar,2010,Mar,1st,Quota,Goods Vehicles and Buses,168
2010 Mar,2010,Mar,1st,Quota,Motorcycles,385
2010 Mar,2010,Mar,1st,Quota,Open,587
2010 Mar,2010,Mar,1st,Successful,Total,2930
2010 Mar,2010,Mar,1st,Successful,Cars <=1600cc,1141
2010 Mar,2010,Mar,1st,Successful,Cars >1600cc,667
2010 Mar,2010,Mar,1st,Successful,Goods Vehicles and Buses,164
2010 Mar,2010,Mar,1st,Successful,Motorcycles,383
2010 Mar,2010,Mar,1st,Successful,Open,575
2010 Mar,2010,Mar,1st,Received,Total,4753
2010 Mar,2010,Mar,1st,Received,Cars <=1600cc,1758
2010 Mar,2010,Mar,1st,Received,Cars >1600cc,1087
2010 Mar,2010,Mar,1st,Received,Goods Vehicles and Buses,257
2010 Mar,2010,Mar,1st,Received,Motorcycles,467
2010 Mar,2010,Mar,1st,Received,Open,1184
2010 Mar,2010,Mar,1st,Dollar Amount,Cars <=1600cc,20802
2010 Mar,2010,Mar,1st,Dollar Amount,Cars >1600cc,26389
2010 Mar,2010,Mar,1st,Dollar Amount,Goods Vehicles and Buses,27001
2010 Mar,2010,Mar,1st,Dollar Amount,Motorcycles,1159
2010 Mar,2010,Mar,1st,Dollar Amount,Open,27590
2010 Mar,2010,Mar,2nd,Quota,Total,2980
2010 Mar,2010,Mar,2nd,Quota,Cars <=1600cc,1146
2010 Mar,2010,Mar,2nd,Quota,Cars >1600cc,711
2010 Mar,2010,Mar,2nd,Quota,Goods Vehicles and Buses,168
2010 Mar,2010,Mar,2nd,Quota,Motorcycles,371
2010 Mar,2010,Mar,2nd,Quota,Open,584
2010 Mar,2010,Mar,2nd,Successful,Total,2899
2010 Mar,2010,Mar,2nd,Successful,Cars <=1600cc,1137
2010 Mar,2010,Mar,2nd,Successful,Cars >1600cc,699
2010 Mar,2010,Mar,2nd,Successful,Goods Vehicles and Buses,141
2010 Mar,2010,Mar,2nd,Successful,Motorcycles,368
2010 Mar,2010,Mar,2nd,Successful,Open,554
2010 Mar,2010,Mar,2nd,Received,Total,5733
2010 Mar,2010,Mar,2nd,Received,Cars <=1600cc,2183
2010 Mar,2010,Mar,2nd,Received,Cars >1600cc,1207
2010 Mar,2010,Mar,2nd,Received,Goods Vehicles and Buses,341
2010 Mar,2010,Mar,2nd,Received,Motorcycles,495
2010 Mar,2010,Mar,2nd,Received,Open,1507
2010 Mar,2010,Mar,2nd,Dollar Amount,Cars <=1600cc,28389
2010 Mar,2010,Mar,2nd,Dollar Amount,Cars >1600cc,36089
2010 Mar,2010,Mar,2nd,Dollar Amount,Goods Vehicles and Buses,32890
2010 Mar,2010,Mar,2nd,Dollar Amount,Motorcycles,1200
2010 Mar,2010,Mar,2nd,Dollar Amount,Open,42001
2010 Mar,2010,Mar,2nd,PQP,Cars <=1600cc,21421
2010 Mar,2010,Mar,2nd,PQP,Cars >1600cc,25190
2010 Mar,2010,Mar,2nd,PQP,Goods Vehicles and Buses,23979
2010 Mar,2010,Mar,2nd,PQP,Motorcycles,993
2010 Apr,2010,Apr,1st,Quota,Total,2166
2010 Apr,2010,Apr,1st,Quota,Cars <=1600cc,705
2010 Apr,2010,Apr,1st,Quota,Cars >1600cc,571
2010 Apr,2010,Apr,1st,Quota,Goods Vehicles and Buses,180
2010 Apr,2010,Apr,1st,Quota,Motorcycles,338
2010 Apr,2010,Apr,1st,Quota,Open,372
2010 Apr,2010,Apr,1st,Successful,Total,1997
2010 Apr,2010,Apr,1st,Successful,Cars <=1600cc,597
2010 Apr,2010,Apr,1st,Successful,Cars >1600cc,571
2010 Apr,2010,Apr,1st,Successful,Goods Vehicles and Buses,167
2010 Apr,2010,Apr,1st,Successful,Motorcycles,334
2010 Apr,2010,Apr,1st,Successful,Open,328
2010 Apr,2010,Apr,1st,Received,Total,3831
2010 Apr,2010,Apr,1st,Received,Cars <=1600cc,1379
2010 Apr,2010,Apr,1st,Received,Cars >1600cc,858
2010 Apr,2010,Apr,1st,Received,Goods Vehicles and Buses,329
2010 Apr,2010,Apr,1st,Received,Motorcycles,409
2010 Apr,2010,Apr,1st,Received,Open,856
2010 Apr,2010,Apr,1st,Dollar Amount,Cars <=1600cc,34001
2010 Apr,2010,Apr,1st,Dollar Amount,Cars >1600cc,45501
2010 Apr,2010,Apr,1st,Dollar Amount,Goods Vehicles and Buses,36511
2010 Apr,2010,Apr,1st,Dollar Amount,Motorcycles,1221
2010 Apr,2010,Apr,1st,Dollar Amount,Open,49000
2010 Apr,2010,Apr,2nd,Quota,Total,2199
2010 Apr,2010,Apr,2nd,Quota,Cars <=1600cc,706
2010 Apr,2010,Apr,2nd,Quota,Cars >1600cc,561
2010 Apr,2010,Apr,2nd,Quota,Goods Vehicles and Buses,203
2010 Apr,2010,Apr,2nd,Quota,Motorcycles,339
2010 Apr,2010,Apr,2nd,Quota,Open,390
2010 Apr,2010,Apr,2nd,Successful,Total,2150
2010 Apr,2010,Apr,2nd,Successful,Cars <=1600cc,704
2010 Apr,2010,Apr,2nd,Successful,Cars >1600cc,549
2010 Apr,2010,Apr,2nd,Successful,Goods Vehicles and Buses,203
2010 Apr,2010,Apr,2nd,Successful,Motorcycles,311
2010 Apr,2010,Apr,2nd,Successful,Open,383
2010 Apr,2010,Apr,2nd,Received,Total,3528
2010 Apr,2010,Apr,2nd,Received,Cars <=1600cc,1242
2010 Apr,2010,Apr,2nd,Received,Cars >1600cc,896
2010 Apr,2010,Apr,2nd,Received,Goods Vehicles and Buses,298
2010 Apr,2010,Apr,2nd,Received,Motorcycles,383
2010 Apr,2010,Apr,2nd,Received,Open,709
2010 Apr,2010,Apr,2nd,Dollar Amount,Cars <=1600cc,30000
2010 Apr,2010,Apr,2nd,Dollar Amount,Cars >1600cc,40001
2010 Apr,2010,Apr,2nd,Dollar Amount,Goods Vehicles and Buses,35556
2010 Apr,2010,Apr,2nd,Dollar Amount,Motorcycles,1253
2010 Apr,2010,Apr,2nd,Dollar Amount,Open,43003
2010 Apr,2010,Apr,2nd,PQP,Cars <=1600cc,25587
2010 Apr,2010,Apr,2nd,PQP,Cars >1600cc,32509
2010 Apr,2010,Apr,2nd,PQP,Goods Vehicles and Buses,29475
2010 Apr,2010,Apr,2nd,PQP,Motorcycles,1115
2010 May,2010,May,1st,Quota,Total,2289
2010 May,2010,May,1st,Quota,Cars <=1600cc,806
2010 May,2010,May,1st,Quota,Cars >1600cc,550
2010 May,2010,May,1st,Quota,Goods Vehicles and Buses,189
2010 May,2010,May,1st,Quota,Motorcycles,340
2010 May,2010,May,1st,Quota,Open,404
2010 May,2010,May,1st,Successful,Total,2252
2010 May,2010,May,1st,Successful,Cars <=1600cc,798
2010 May,2010,May,1st,Successful,Cars >1600cc,547
2010 May,2010,May,1st,Successful,Goods Vehicles and Buses,187
2010 May,2010,May,1st,Successful,Motorcycles,317
2010 May,2010,May,1st,Successful,Open,403
2010 May,2010,May,1st,Received,Total,3764
2010 May,2010,May,1st,Received,Cars <=1600cc,1294
2010 May,2010,May,1st,Received,Cars >1600cc,869
2010 May,2010,May,1st,Received,Goods Vehicles and Buses,329
2010 May,2010,May,1st,Received,Motorcycles,415
2010 May,2010,May,1st,Received,Open,857
2010 May,2010,May,1st,Dollar Amount,Cars <=1600cc,26102
2010 May,2010,May,1st,Dollar Amount,Cars >1600cc,38000
2010 May,2010,May,1st,Dollar Amount,Goods Vehicles and Buses,32501
2010 May,2010,May,1st,Dollar Amount,Motorcycles,1252
2010 May,2010,May,1st,Dollar Amount,Open,39002
2010 May,2010,May,2nd,Quota,Total,2167
2010 May,2010,May,2nd,Quota,Cars <=1600cc,699
2010 May,2010,May,2nd,Quota,Cars >1600cc,561
2010 May,2010,May,2nd,Quota,Goods Vehicles and Buses,176
2010 May,2010,May,2nd,Quota,Motorcycles,364
2010 May,2010,May,2nd,Quota,Open,367
2010 May,2010,May,2nd,Successful,Total,2145
2010 May,2010,May,2nd,Successful,Cars <=1600cc,697
2010 May,2010,May,2nd,Successful,Cars >1600cc,553
2010 May,2010,May,2nd,Successful,Goods Vehicles and Buses,170
2010 May,2010,May,2nd,Successful,Motorcycles,360
2010 May,2010,May,2nd,Successful,Open,365
2010 May,2010,May,2nd,Received,Total,3123
2010 May,2010,May,2nd,Received,Cars <=1600cc,1036
2010 May,2010,May,2nd,Received,Cars >1600cc,715
2010 May,2010,May,2nd,Received,Goods Vehicles and Buses,296
2010 May,2010,May,2nd,Received,Motorcycles,468
2010 May,2010,May,2nd,Received,Open,608
2010 May,2010,May,2nd,Dollar Amount,Cars <=1600cc,27389
2010 May,2010,May,2nd,Dollar Amount,Cars >1600cc,34600
2010 May,2010,May,2nd,Dollar Amount,Goods Vehicles and Buses,29389
2010 May,2010,May,2nd,Dollar Amount,Motorcycles,1312
2010 May,2010,May,2nd,Dollar Amount,Open,39000
2010 May,2010,May,2nd,PQP,Cars <=1600cc,27781
2010 May,2010,May,2nd,PQP,Cars >1600cc,36764
2010 May,2010,May,2nd,PQP,Goods Vehicles and Buses,32308
2010 May,2010,May,2nd,PQP,Motorcycles,1233
2010 Jun,2010,Jun,1st,Quota,Total,2157
2010 Jun,2010,Jun,1st,Quota,Cars <=1600cc,706
2010 Jun,2010,Jun,1st,Quota,Cars >1600cc,553
2010 Jun,2010,Jun,1st,Quota,Goods Vehicles and Buses,178
2010 Jun,2010,Jun,1st,Quota,Motorcycles,359
2010 Jun,2010,Jun,1st,Quota,Open,361
2010 Jun,2010,Jun,1st,Successful,Total,2093
2010 Jun,2010,Jun,1st,Successful,Cars <=1600cc,704
2010 Jun,2010,Jun,1st,Successful,Cars >1600cc,546
2010 Jun,2010,Jun,1st,Successful,Goods Vehicles and Buses,177
2010 Jun,2010,Jun,1st,Successful,Motorcycles,344
2010 Jun,2010,Jun,1st,Successful,Open,322
2010 Jun,2010,Jun,1st,Received,Total,3302
2010 Jun,2010,Jun,1st,Received,Cars <=1600cc,1107
2010 Jun,2010,Jun,1st,Received,Cars >1600cc,779
2010 Jun,2010,Jun,1st,Received,Goods Vehicles and Buses,273
2010 Jun,2010,Jun,1st,Received,Motorcycles,504
2010 Jun,2010,Jun,1st,Received,Open,639
2010 Jun,2010,Jun,1st,Dollar Amount,Cars <=1600cc,30051
2010 Jun,2010,Jun,1st,Dollar Amount,Cars >1600cc,40002
2010 Jun,2010,Jun,1st,Dollar Amount,Goods Vehicles and Buses,30189
2010 Jun,2010,Jun,1st,Dollar Amount,Motorcycles,1452
2010 Jun,2010,Jun,1st,Dollar Amount,Open,41000
2010 Jun,2010,Jun,2nd,Quota,Total,2140
2010 Jun,2010,Jun,2nd,Quota,Cars <=1600cc,699
2010 Jun,2010,Jun,2nd,Quota,Cars >1600cc,557
2010 Jun,2010,Jun,2nd,Quota,Goods Vehicles and Buses,182
2010 Jun,2010,Jun,2nd,Quota,Motorcycles,340
2010 Jun,2010,Jun,2nd,Quota,Open,362
2010 Jun,2010,Jun,2nd,Successful,Total,2124
2010 Jun,2010,Jun,2nd,Successful,Cars <=1600cc,697
2010 Jun,2010,Jun,2nd,Successful,Cars >1600cc,554
2010 Jun,2010,Jun,2nd,Successful,Goods Vehicles and Buses,175
2010 Jun,2010,Jun,2nd,Successful,Motorcycles,339
2010 Jun,2010,Jun,2nd,Successful,Open,359
2010 Jun,2010,Jun,2nd,Received,Total,2933
2010 Jun,2010,Jun,2nd,Received,Cars <=1600cc,902
2010 Jun,2010,Jun,2nd,Received,Cars >1600cc,720
2010 Jun,2010,Jun,2nd,Received,Goods Vehicles and Buses,253
2010 Jun,2010,Jun,2nd,Received,Motorcycles,376
2010 Jun,2010,Jun,2nd,Received,Open,682
2010 Jun,2010,Jun,2nd,Dollar Amount,Cars <=1600cc,31510
2010 Jun,2010,Jun,2nd,Dollar Amount,Cars >1600cc,39911
2010 Jun,2010,Jun,2nd,Dollar Amount,Goods Vehicles and Buses,31689
2010 Jun,2010,Jun,2nd,Dollar Amount,Motorcycles,1454
2010 Jun,2010,Jun,2nd,Dollar Amount,Open,41006
2010 Jun,2010,Jun,2nd,PQP,Cars <=1600cc,29843
2010 Jun,2010,Jun,2nd,PQP,Cars >1600cc,39670
2010 Jun,2010,Jun,2nd,PQP,Goods Vehicles and Buses,32640
2010 Jun,2010,Jun,2nd,PQP,Motorcycles,1324
2010 Jul,2010,Jul,1st,Quota,Total,2184
2010 Jul,2010,Jul,1st,Quota,Cars <=1600cc,700
2010 Jul,2010,Jul,1st,Quota,Cars >1600cc,557
2010 Jul,2010,Jul,1st,Quota,Goods Vehicles and Buses,177
2010 Jul,2010,Jul,1st,Quota,Motorcycles,351
2010 Jul,2010,Jul,1st,Quota,Open,399
2010 Jul,2010,Jul,1st,Successful,Total,2155
2010 Jul,2010,Jul,1st,Successful,Cars <=1600cc,676
2010 Jul,2010,Jul,1st,Successful,Cars >1600cc,557
2010 Jul,2010,Jul,1st,Successful,Goods Vehicles and Buses,176
2010 Jul,2010,Jul,1st,Successful,Motorcycles,347
2010 Jul,2010,Jul,1st,Successful,Open,399
2010 Jul,2010,Jul,1st,Received,Total,2977
2010 Jul,2010,Jul,1st,Received,Cars <=1600cc,893
2010 Jul,2010,Jul,1st,Received,Cars >1600cc,671
2010 Jul,2010,Jul,1st,Received,Goods Vehicles and Buses,277
2010 Jul,2010,Jul,1st,Received,Motorcycles,476
2010 Jul,2010,Jul,1st,Received,Open,660
2010 Jul,2010,Jul,1st,Dollar Amount,Cars <=1600cc,29501
2010 Jul,2010,Jul,1st,Dollar Amount,Cars >1600cc,35909
2010 Jul,2010,Jul,1st,Dollar Amount,Goods Vehicles and Buses,31389
2010 Jul,2010,Jul,1st,Dollar Amount,Motorcycles,1320
2010 Jul,2010,Jul,1st,Dollar Amount,Open,41010
2010 Jul,2010,Jul,2nd,Quota,Total,2134
2010 Jul,2010,Jul,2nd,Quota,Cars <=1600cc,699
2010 Jul,2010,Jul,2nd,Quota,Cars >1600cc,552
2010 Jul,2010,Jul,2nd,Quota,Goods Vehicles and Buses,183
2010 Jul,2010,Jul,2nd,Quota,Motorcycles,337
2010 Jul,2010,Jul,2nd,Quota,Open,363
2010 Jul,2010,Jul,2nd,Successful,Total,2112
2010 Jul,2010,Jul,2nd,Successful,Cars <=1600cc,691
2010 Jul,2010,Jul,2nd,Successful,Cars >1600cc,548
2010 Jul,2010,Jul,2nd,Successful,Goods Vehicles and Buses,182
2010 Jul,2010,Jul,2nd,Successful,Motorcycles,334
2010 Jul,2010,Jul,2nd,Successful,Open,357
2010 Jul,2010,Jul,2nd,Received,Total,3239
2010 Jul,2010,Jul,2nd,Received,Cars <=1600cc,967
2010 Jul,2010,Jul,2nd,Received,Cars >1600cc,890
2010 Jul,2010,Jul,2nd,Received,Goods Vehicles and Buses,285
2010 Jul,2010,Jul,2nd,Received,Motorcycles,372
2010 Jul,2010,Jul,2nd,Received,Open,725
2010 Jul,2010,Jul,2nd,Dollar Amount,Cars <=1600cc,36162
2010 Jul,2010,Jul,2nd,Dollar Amount,Cars >1600cc,42889
2010 Jul,2010,Jul,2nd,Dollar Amount,Goods Vehicles and Buses,30601
2010 Jul,2010,Jul,2nd,Dollar Amount,Motorcycles,1290
2010 Jul,2010,Jul,2nd,Dollar Amount,Open,43565
2010 Jul,2010,Jul,2nd,PQP,Cars <=1600cc,30120
2010 Jul,2010,Jul,2nd,PQP,Cars >1600cc,38552
2010 Jul,2010,Jul,2nd,PQP,Goods Vehicles and Buses,30960
2010 Jul,2010,Jul,2nd,PQP,Motorcycles,1347
2010 Aug,2010,Aug,1st,Quota,Total,1951
2010 Aug,2010,Aug,1st,Quota,Cars <=1600cc,622
2010 Aug,2010,Aug,1st,Quota,Cars >1600cc,479
2010 Aug,2010,Aug,1st,Quota,Goods Vehicles and Buses,205
2010 Aug,2010,Aug,1st,Quota,Motorcycles,336
2010 Aug,2010,Aug,1st,Quota,Open,309
2010 Aug,2010,Aug,1st,Successful,Total,1907
2010 Aug,2010,Aug,1st,Successful,Cars <=1600cc,589
2010 Aug,2010,Aug,1st,Successful,Cars >1600cc,479
2010 Aug,2010,Aug,1st,Successful,Goods Vehicles and Buses,205
2010 Aug,2010,Aug,1st,Successful,Motorcycles,326
2010 Aug,2010,Aug,1st,Successful,Open,308
2010 Aug,2010,Aug,1st,Received,Total,2710
2010 Aug,2010,Aug,1st,Received,Cars <=1600cc,786
2010 Aug,2010,Aug,1st,Received,Cars >1600cc,662
2010 Aug,2010,Aug,1st,Received,Goods Vehicles and Buses,284
2010 Aug,2010,Aug,1st,Received,Motorcycles,384
2010 Aug,2010,Aug,1st,Received,Open,594
2010 Aug,2010,Aug,1st,Dollar Amount,Cars <=1600cc,32104
2010 Aug,2010,Aug,1st,Dollar Amount,Cars >1600cc,43334
2010 Aug,2010,Aug,1st,Dollar Amount,Goods Vehicles and Buses,30112
2010 Aug,2010,Aug,1st,Dollar Amount,Motorcycles,1301
2010 Aug,2010,Aug,1st,Dollar Amount,Open,42901
2010 Aug,2010,Aug,2nd,Quota,Total,1944
2010 Aug,2010,Aug,2nd,Quota,Cars <=1600cc,606
2010 Aug,2010,Aug,2nd,Quota,Cars >1600cc,482
2010 Aug,2010,Aug,2nd,Quota,Goods Vehicles and Buses,206
2010 Aug,2010,Aug,2nd,Quota,Motorcycles,335
2010 Aug,2010,Aug,2nd,Quota,Open,315
2010 Aug,2010,Aug,2nd,Successful,Total,1928
2010 Aug,2010,Aug,2nd,Successful,Cars <=1600cc,606
2010 Aug,2010,Aug,2nd,Successful,Cars >1600cc,472
2010 Aug,2010,Aug,2nd,Successful,Goods Vehicles and Buses,205
2010 Aug,2010,Aug,2nd,Successful,Motorcycles,330
2010 Aug,2010,Aug,2nd,Successful,Open,315
2010 Aug,2010,Aug,2nd,Received,Total,2885
2010 Aug,2010,Aug,2nd,Received,Cars <=1600cc,975
2010 Aug,2010,Aug,2nd,Received,Cars >1600cc,683
2010 Aug,2010,Aug,2nd,Received,Goods Vehicles and Buses,275
2010 Aug,2010,Aug,2nd,Received,Motorcycles,369
2010 Aug,2010,Aug,2nd,Received,Open,583
2010 Aug,2010,Aug,2nd,Dollar Amount,Cars <=1600cc,29000
2010 Aug,2010,Aug,2nd,Dollar Amount,Cars >1600cc,42810
2010 Aug,2010,Aug,2nd,Dollar Amount,Goods Vehicles and Buses,30002
2010 Aug,2010,Aug,2nd,Dollar Amount,Motorcycles,1251
2010 Aug,2010,Aug,2nd,Dollar Amount,Open,43501
2010 Aug,2010,Aug,2nd,PQP,Cars <=1600cc,31388
2010 Aug,2010,Aug,2nd,PQP,Cars >1600cc,40810
2010 Aug,2010,Aug,2nd,PQP,Goods Vehicles and Buses,30664
2010 Aug,2010,Aug,2nd,PQP,Motorcycles,1345
2010 Sep,2010,Sep,1st,Quota,Total,1966
2010 Sep,2010,Sep,1st,Quota,Cars <=1600cc,631
2010 Sep,2010,Sep,1st,Quota,Cars >1600cc,479
2010 Sep,2010,Sep,1st,Quota,Goods Vehicles and Buses,204
2010 Sep,2010,Sep,1st,Quota,Motorcycles,342
2010 Sep,2010,Sep,1st,Quota,Open,310
2010 Sep,2010,Sep,1st,Successful,Total,1934
2010 Sep,2010,Sep,1st,Successful,Cars <=1600cc,628
2010 Sep,2010,Sep,1st,Successful,Cars >1600cc,479
2010 Sep,2010,Sep,1st,Successful,Goods Vehicles and Buses,190
2010 Sep,2010,Sep,1st,Successful,Motorcycles,329
2010 Sep,2010,Sep,1st,Successful,Open,308
2010 Sep,2010,Sep,1st,Received,Total,2736
2010 Sep,2010,Sep,1st,Received,Cars <=1600cc,775
2010 Sep,2010,Sep,1st,Received,Cars >1600cc,757
2010 Sep,2010,Sep,1st,Received,Goods Vehicles and Buses,291
2010 Sep,2010,Sep,1st,Received,Motorcycles,453
2010 Sep,2010,Sep,1st,Received,Open,460
2010 Sep,2010,Sep,1st,Dollar Amount,Cars <=1600cc,33089
2010 Sep,2010,Sep,1st,Dollar Amount,Cars >1600cc,44129
2010 Sep,2010,Sep,1st,Dollar Amount,Goods Vehicles and Buses,33000
2010 Sep,2010,Sep,1st,Dollar Amount,Motorcycles,1502
2010 Sep,2010,Sep,1st,Dollar Amount,Open,44001
2010 Sep,2010,Sep,2nd,Quota,Total,1938
2010 Sep,2010,Sep,2nd,Quota,Cars <=1600cc,597
2010 Sep,2010,Sep,2nd,Quota,Cars >1600cc,488
2010 Sep,2010,Sep,2nd,Quota,Goods Vehicles and Buses,206
2010 Sep,2010,Sep,2nd,Quota,Motorcycles,338
2010 Sep,2010,Sep,2nd,Quota,Open,309
2010 Sep,2010,Sep,2nd,Successful,Total,1880
2010 Sep,2010,Sep,2nd,Successful,Cars <=1600cc,547
2010 Sep,2010,Sep,2nd,Successful,Cars >1600cc,488
2010 Sep,2010,Sep,2nd,Successful,Goods Vehicles and Buses,201
2010 Sep,2010,Sep,2nd,Successful,Motorcycles,337
2010 Sep,2010,Sep,2nd,Successful,Open,307
2010 Sep,2010,Sep,2nd,Received,Total,2796
2010 Sep,2010,Sep,2nd,Received,Cars <=1600cc,993
2010 Sep,2010,Sep,2nd,Received,Cars >1600cc,648
2010 Sep,2010,Sep,2nd,Received,Goods Vehicles and Buses,271
2010 Sep,2010,Sep,2nd,Received,Motorcycles,364
2010 Sep,2010,Sep,2nd,Received,Open,520
2010 Sep,2010,Sep,2nd,Dollar Amount,Cars <=1600cc,30001
2010 Sep,2010,Sep,2nd,Dollar Amount,Cars >1600cc,42501
2010 Sep,2010,Sep,2nd,Dollar Amount,Goods Vehicles and Buses,31001
2010 Sep,2010,Sep,2nd,Dollar Amount,Motorcycles,1452
2010 Sep,2010,Sep,2nd,Dollar Amount,Open,43290
2010 Sep,2010,Sep,2nd,PQP,Cars <=1600cc,31643
2010 Sep,2010,Sep,2nd,PQP,Cars >1600cc,41929
2010 Sep,2010,Sep,2nd,PQP,Goods Vehicles and Buses,31018
2010 Sep,2010,Sep,2nd,PQP,Motorcycles,1353
2010 Oct,2010,Oct,1st,Quota,Total,1954
2010 Oct,2010,Oct,1st,Quota,Cars <=1600cc,601
2010 Oct,2010,Oct,1st,Quota,Cars >1600cc,479
2010 Oct,2010,Oct,1st,Quota,Goods Vehicles and Buses,218
2010 Oct,2010,Oct,1st,Quota,Motorcycles,345
2010 Oct,2010,Oct,1st,Quota,Open,311
2010 Oct,2010,Oct,1st,Successful,Total,1918
2010 Oct,2010,Oct,1st,Successful,Cars <=1600cc,601
2010 Oct,2010,Oct,1st,Successful,Cars >1600cc,476
2010 Oct,2010,Oct,1st,Successful,Goods Vehicles and Buses,217
2010 Oct,2010,Oct,1st,Successful,Motorcycles,320
2010 Oct,2010,Oct,1st,Successful,Open,304
2010 Oct,2010,Oct,1st,Received,Total,2579
2010 Oct,2010,Oct,1st,Received,Cars <=1600cc,722
2010 Oct,2010,Oct,1st,Received,Cars >1600cc,630
2010 Oct,2010,Oct,1st,Received,Goods Vehicles and Buses,287
2010 Oct,2010,Oct,1st,Received,Motorcycles,422
2010 Oct,2010,Oct,1st,Received,Open,518
2010 Oct,2010,Oct,1st,Dollar Amount,Cars <=1600cc,33132
2010 Oct,2010,Oct,1st,Dollar Amount,Cars >1600cc,42801
2010 Oct,2010,Oct,1st,Dollar Amount,Goods Vehicles and Buses,30889
2010 Oct,2010,Oct,1st,Dollar Amount,Motorcycles,1502
2010 Oct,2010,Oct,1st,Dollar Amount,Open,44090
2010 Oct,2010,Oct,2nd,Quota,Total,1980
2010 Oct,2010,Oct,2nd,Quota,Cars <=1600cc,647
2010 Oct,2010,Oct,2nd,Quota,Cars >1600cc,479
2010 Oct,2010,Oct,2nd,Quota,Goods Vehicles and Buses,210
2010 Oct,2010,Oct,2nd,Quota,Motorcycles,333
2010 Oct,2010,Oct,2nd,Quota,Open,311
2010 Oct,2010,Oct,2nd,Successful,Total,1926
2010 Oct,2010,Oct,2nd,Successful,Cars <=1600cc,647
2010 Oct,2010,Oct,2nd,Successful,Cars >1600cc,478
2010 Oct,2010,Oct,2nd,Successful,Goods Vehicles and Buses,210
2010 Oct,2010,Oct,2nd,Successful,Motorcycles,304
2010 Oct,2010,Oct,2nd,Successful,Open,287
2010 Oct,2010,Oct,2nd,Received,Total,2755
2010 Oct,2010,Oct,2nd,Received,Cars <=1600cc,817
2010 Oct,2010,Oct,2nd,Received,Cars >1600cc,766
2010 Oct,2010,Oct,2nd,Received,Goods Vehicles and Buses,287
2010 Oct,2010,Oct,2nd,Received,Motorcycles,430
2010 Oct,2010,Oct,2nd,Received,Open,455
2010 Oct,2010,Oct,2nd,Dollar Amount,Cars <=1600cc,32415
2010 Oct,2010,Oct,2nd,Dollar Amount,Cars >1600cc,44600
2010 Oct,2010,Oct,2nd,Dollar Amount,Goods Vehicles and Buses,30511
2010 Oct,2010,Oct,2nd,Dollar Amount,Motorcycles,1689
2010 Oct,2010,Oct,2nd,Dollar Amount,Open,44900
2010 Oct,2010,Oct,2nd,PQP,Cars <=1600cc,31624
2010 Oct,2010,Oct,2nd,PQP,Cars >1600cc,43363
